03:54:09.622,-71.32
03:54:12.965,-71.15
03:54:16.304,-71.18
03:54:19.646,-71.18
03:54:22.984,-71.18
03:54:26.329,-71.11
03:54:29.680,-71.15
03:54:33.028,-71.21
03:54:36.371,-71.2
03:54:39.725,-71.16
03:54:43.073,-71.19
03:54:46.418,-71.29
03:54:49.769,-71.2
03:54:53.113,-71.16
03:54:56.462,-71.11
03:54:59.820,-71.16
03:55:03.168,-71.16
03:55:06.520,-70.98
03:55:09.866,-71.17
03:55:13.220,-71.28
03:55:16.569,-71.12
03:55:19.932,-71.18
03:55:23.260,-71.12
03:55:26.603,-71.13
03:55:29.955,-71.2
03:55:33.298,-71.09
03:55:36.643,-71.05
03:55:39.994,-71.08
03:55:43.337,-71.14
03:55:46.680,-71.15
03:55:50.035,-71.15
03:55:53.383,-71.09
03:55:56.727,-71.21
03:56:00.079,-71.1
03:56:03.423,-71.11
03:56:06.771,-71.12
03:56:10.118,-71.12
03:56:13.461,-71.16
03:56:16.809,-71.13
03:56:20.156,-71.1
03:56:23.514,-71.13
03:56:26.851,-71.15
03:56:30.194,-71.17
03:56:33.543,-71.13
03:56:36.887,-71.1
03:56:40.231,-71.12
03:56:43.574,-71.12
03:56:46.922,-71.09
03:56:50.269,-71.15
03:56:53.617,-71.21
03:56:56.951,-71.09
03:57:00.316,-71.1
03:57:03.664,-71.09
03:57:07.010,-71.09
03:57:10.346,-71.01
03:57:13.691,-70.96
03:57:17.034,-71.01
03:57:20.377,-71.12
03:57:23.720,-71.18
03:57:27.069,-71.1
03:57:30.415,-71.08
03:57:33.762,-71.24
03:57:37.113,-71.12
03:57:40.456,-71.09
03:57:43.805,-71.04
03:57:47.148,-71.21
03:57:50.492,-70.99
03:57:53.835,-71.03
03:57:57.179,-71.04
03:58:00.513,-71.16
03:58:03.864,-71.09
03:58:07.207,-71.07
03:58:10.550,-71.13
03:58:13.897,-71.14
03:58:17.245,-71.03
03:58:20.585,-71.13
03:58:23.931,-71.1
03:58:27.288,-71.01
03:58:30.632,-71.08
03:58:33.977,-71.05
03:58:37.325,-71.08
03:58:40.668,-71.01
03:58:44.011,-71.13
03:58:47.361,-71.17
03:58:50.707,-71.09
03:58:54.050,-71.03
03:58:57.404,-71.1
03:59:00.736,-71.09
03:59:04.087,-70.96
03:59:07.439,-71.03
03:59:10.784,-71.03
03:59:14.127,-71.1
03:59:17.470,-71.08
03:59:20.817,-71.01
03:59:24.160,-70.97
03:59:27.507,-70.99
03:59:30.850,-70.94
03:59:34.193,-70.97
03:59:37.553,-71.01
03:59:40.900,-70.89
03:59:44.250,-70.92
03:59:47.593,-70.83
03:59:50.939,-70.88
03:59:54.282,-70.92
03:59:57.631,-70.83
04:00:00.974,-70.91
04:00:04.332,-70.83
04:00:07.683,-70.83
04:00:11.026,-70.8
04:00:14.369,-70.82
04:00:17.712,-70.84
04:00:21.061,-70.74
04:00:24.404,-70.86
04:00:27.747,-70.72
04:00:31.105,-70.8
04:00:34.450,-70.74
04:00:37.799,-70.68
04:00:41.142,-70.75
04:00:44.493,-70.74
04:00:47.839,-70.78
04:00:51.187,-70.81
04:00:54.535,-70.73
04:00:57.878,-70.82
04:01:01.225,-70.74
04:01:04.569,-70.71
04:01:07.927,-70.71
04:01:11.271,-70.56
04:01:14.615,-70.67
04:01:17.957,-70.74
04:01:21.300,-70.76
04:01:24.643,-70.75
04:01:27.986,-70.87
04:01:31.325,-70.82
04:01:34.672,-70.71
04:01:38.019,-70.79
04:01:41.362,-70.73
04:01:44.705,-70.82
04:01:48.048,-70.83
04:01:51.403,-70.86
04:01:54.751,-70.74
04:01:58.098,-70.76
04:02:01.441,-70.78
04:02:04.784,-70.88
04:02:08.124,-70.86
04:02:11.467,-70.85
04:02:14.814,-70.93
04:02:18.157,-70.85
04:02:21.500,-70.94
04:02:24.844,-70.96
04:02:28.197,-70.8
04:02:31.541,-70.94
04:02:34.883,-70.96
04:02:38.228,-70.94
04:02:41.572,-70.93
04:02:44.920,-71.04
04:02:48.269,-71
04:02:51.613,-70.91
04:02:54.971,-71.07
04:02:58.316,-71.09
04:03:01.659,-71.04
04:03:05.003,-71.08
04:03:08.346,-71.2
04:03:11.688,-71.07
04:03:15.038,-71.02
04:03:18.385,-71.13
04:03:21.732,-71.15
04:03:25.079,-71.07
04:03:28.422,-70.96
04:03:31.769,-71.05
04:03:35.116,-71.08
04:03:38.461,-71.11
04:03:41.809,-70.94
04:03:45.152,-70.96
04:03:48.495,-71.12
04:03:51.844,-71.08
04:03:55.203,-71.05
04:03:58.551,-71.14
04:04:01.894,-71.06
04:04:05.242,-71.1
04:04:08.588,-71.1
04:04:11.931,-71.08
04:04:15.281,-71.12
04:04:18.628,-70.97
04:04:21.971,-71.04
04:04:25.314,-71.09
04:04:28.658,-71.1
04:04:32.001,-71.03
04:04:35.344,-71.06
04:04:38.688,-71.11
04:04:42.035,-70.99
04:04:45.384,-71.16
04:04:48.727,-71.1
04:04:52.085,-71.06
04:04:55.428,-71.02
04:04:58.783,-70.88
04:05:02.129,-70.98
04:05:05.473,-71.13
04:05:08.816,-71.05
04:05:12.159,-71.03
04:05:15.506,-71.2
04:05:18.853,-71.07
04:05:22.196,-71.15
04:05:25.539,-71.14
04:05:28.890,-71.11
04:05:32.239,-71.04
04:05:35.584,-71.19
04:05:38.927,-71.18
04:05:42.271,-71.09
04:05:45.624,-71.19
04:05:48.966,-71.14
04:05:52.310,-71.12
04:05:55.653,-71.08
04:05:58.997,-71.47
04:06:02.343,-71.09
04:06:05.690,-71.05
04:06:09.034,-71.18
04:06:12.377,-71.21
04:06:15.722,-71.19
04:06:19.071,-71.24
04:06:22.415,-71.08
04:06:25.762,-71.16
04:06:29.089,-71.1
04:06:32.432,-71.17
04:06:35.775,-71.18
04:06:39.120,-71.18
04:06:42.470,-71.16
04:06:45.828,-71.18
04:06:49.171,-71.2
04:06:52.520,-71.16
04:06:55.865,-71.13
04:06:59.212,-71.11
04:07:02.554,-71.1
04:07:05.910,-71.17
04:07:09.247,-71.23
04:07:12.601,-71.17
04:07:15.942,-71.15
04:07:19.285,-71.24
04:07:22.630,-71.19
04:07:25.978,-71.21
04:07:29.318,-71.15
04:07:32.661,-71.16
04:07:36.008,-71.2
04:07:39.351,-71.2
04:07:42.695,-71.08
04:07:46.039,-71.16
04:07:49.384,-71.13
04:07:52.724,-71.19
04:07:56.069,-71.16
04:07:59.417,-71.13
04:08:02.760,-71.2
04:08:06.103,-71.08
04:08:09.456,-71.28
04:08:12.803,-71.2
04:08:16.146,-71.17
04:08:19.490,-71.14
04:08:22.835,-71.12
04:08:26.178,-71.17
04:08:29.521,-71.13
04:08:32.861,-70.98
04:08:36.204,-71.09
04:08:39.558,-71.08
04:08:42.894,-71.07
04:08:46.240,-71.1
04:08:49.584,-71.09
04:08:52.927,-71.02
04:08:56.270,-71.16
04:08:59.613,-71.07
04:09:02.956,-71.03
04:09:06.299,-71.17
04:09:09.642,-71.17
04:09:12.985,-71.15
04:09:16.328,-71.07
04:09:19.671,-70.99
04:09:23.018,-71.12
04:09:26.362,-71.03
04:09:29.709,-71.08
04:09:33.057,-71.05
04:09:36.402,-71.13
04:09:39.745,-71.07
04:09:43.093,-71.2
04:09:46.436,-71.08
04:09:49.779,-71.17
04:09:53.122,-71.12
04:09:56.465,-71.09
04:09:59.808,-71.01
04:10:03.155,-70.99
04:10:06.498,-71.16
04:10:09.838,-71.14
04:10:13.182,-71.15
04:10:16.541,-71.03
04:10:19.888,-71.1
04:10:23.234,-71.11
04:10:26.577,-71.12
04:10:29.925,-71.06
04:10:33.274,-71.02
04:10:36.631,-71.06
04:10:39.974,-71.1
04:10:43.321,-71.1
04:10:46.664,-71.03
04:10:49.999,-71.03
04:10:53.346,-70.99
04:10:56.693,-71.03
04:11:00.041,-71.09
04:11:03.384,-71.02
04:11:06.727,-71.13
04:11:10.070,-71.07
04:11:13.413,-71.06
04:11:16.757,-71.08
04:11:20.103,-71.05
04:11:23.449,-71.04
04:11:26.792,-71.08
04:11:30.135,-71.04
04:11:33.478,-71.15
04:11:36.821,-71.07
04:11:40.164,-71.02
04:11:43.521,-71
04:11:46.865,-71.08
04:11:50.212,-71.29
04:11:53.557,-70.97
04:11:56.908,-71.02
04:12:00.241,-71.01
04:12:03.588,-71.04
04:12:06.935,-71.06
04:12:10.280,-71.04
04:12:13.627,-71.02
04:12:16.974,-71.09
04:12:20.318,-70.92
04:12:23.671,-71.06
04:12:27.015,-71.1
04:12:30.359,-71.06
04:12:33.701,-70.98
04:12:37.045,-71
04:12:40.388,-70.92
04:12:43.735,-71.03
04:12:47.071,-71.07
04:12:50.423,-70.97
04:12:53.767,-70.95
04:12:57.122,-70.96
04:13:00.474,-71
04:13:03.818,-70.99
04:13:07.165,-71
04:13:10.512,-71.1
04:13:13.857,-71.06
04:13:17.200,-71.14
04:13:20.550,-70.94
04:13:23.893,-71.02
04:13:27.240,-71.05
04:13:30.584,-71.17
04:13:33.925,-71.23
04:13:37.268,-70.93
04:13:40.611,-71.1
04:13:43.954,-70.96
04:13:47.297,-71
04:13:50.641,-71.05
04:13:53.985,-70.97
04:13:57.328,-71.07
